creator_id,total_posts,mean_p_promotional,frac_pred_promotional,median_like_rate,mean_like_rate,median_words
4d2cb0e803,16,0.09750094473017248,0.0,0.03608399829549404,0.033031807572847814,291.5
4d42159cf8,14,0.2531127662184675,0.14285714285714285,0.05806182121971595,0.059799062915584074,267.0
4d4f3c9655,1,0.25242940060788127,0.0,0.07092722571111933,0.07092722571111933,441.0
4d5a1a6460,1,0.7198480933349722,1.0,0.028688524590163935,0.028688524590163935,239.0
4d60d3b36b,5,0.26689696125322493,0.2,0.049955396966993755,0.05054353139373634,179.0
4d6c94deff,1,0.08446569843980539,0.0,0.03636363636363636,0.03636363636363636,264.0
4d9cbb486d,13,0.4075661394179076,0.23076923076923078,0.004524886877828055,0.005522692060093971,161.0
4da3b3cead,13,0.34281210371460397,0.15384615384615385,0.03571428571428571,0.038081716255003235,265.0
4dd84165c7,10,0.0642890192170621,0.0,0.03764592232218718,0.04801180904990506,119.0
4dd908ff82,1,0.35695389493871316,0.0,0.0013513513513513514,0.0013513513513513514,182.0
4de00818f8,9,0.4437895120966432,0.4444444444444444,0.021341463414634148,0.02129450138068266,237.0
4df87b1eb8,5,0.936113514917664,1.0,0.02527075812274368,0.045968686087802024,212.0
4e1bc8d9c8,4,0.15006345516107786,0.0,0.010989678663922411,0.010282116810321486,202.5
4e37a3be28,4,0.10637093822175836,0.0,0.1888226245981563,0.18214324069736695,116.5
4e45335617,2,0.6576436534660195,1.0,0.025350856697252174,0.025350856697252174,429.5
4e468cc43a,7,0.14834873393212114,0.0,0.022286821705426358,0.05192444247242597,30.0
4e4f381a9e,1,0.5754973909579367,1.0,0.03253290233202494,0.03253290233202494,104.0
4e54744655,2,0.19934709974170403,0.0,0.11307373239721222,0.11307373239721222,313.0
4e59ceb0ae,1,0.2112881662408412,0.0,0.060218978102189784,0.060218978102189784,569.0
4e758b5cca,1,0.907453715585676,1.0,0.006972690296339338,0.006972690296339338,112.0
4e776fa4df,1,0.19742621771531935,0.0,0.005241090146750524,0.005241090146750524,25.0
4e796f7e37,1,0.7749985853665683,1.0,0.010572987721691678,0.010572987721691678,119.0
4e7f68e731,2,0.8942334548615116,1.0,0.04039380785921748,0.04039380785921748,290.5
4e86509fa9,25,0.06888161672156135,0.0,0.10050251256281408,0.09563069781747753,272.0
4e9399554e,2,0.1719801438458711,0.0,0.07531714402459558,0.07531714402459558,293.0
4eb1255573,12,0.4920304177174875,0.3333333333333333,0.05995813397129186,0.06374736261785244,212.0
4ebdd3fd47,4,0.16403466200784123,0.0,0.06056689342403628,0.06399469896728588,28.0
4ed3fc1fc8,2,0.879424995907141,1.0,0.009169914943380836,0.009169914943380836,183.0
4eddb2f4b0,1,0.6627458028619857,1.0,0.090625,0.090625,176.0
4edf48aa5b,1,0.4777011365058502,0.0,0.015384615384615385,0.015384615384615385,231.0
4ee76e324e,3,0.19150859867949557,0.0,0.01228878648233487,0.012238072775688053,57.0
4ef2936016,4,0.4280277950497763,0.5,0.03001692027255909,0.029202599330418737,90.5
4ef69350b2,2,0.10932999842546991,0.0,0.042560929424345036,0.042560929424345036,242.5
4efb87f27c,3,0.6884747114757658,0.6666666666666666,0.06015037593984962,0.0701715828916026,583.0
4f05ecbea5,1,0.5790658973909998,1.0,0.1244343891402715,0.1244343891402715,119.0
4f19f5010b,1,0.5724491568524371,1.0,0.08289703315881326,0.08289703315881326,205.0
4f1ab05697,35,0.3478029302682323,0.22857142857142856,0.027777777777777776,0.031427982303957575,227.0
4f1ad107cd,1,0.10416146628262286,0.0,0.03895410885805763,0.03895410885805763,440.0
4f34041bdf,3,0.5160384284951444,0.3333333333333333,0.009162303664921465,0.01539546356300283,107.0
4f3ee74d8d,257,0.15316386830892356,0.0311284046692607,0.10958083832335329,0.1032126179948375,253.0
4f41bef803,33,0.12952011560021198,0.030303030303030304,0.055746813737427035,0.06276790320091148,221.0
4f59464844,5,0.10769126074668278,0.0,0.04162384378211716,0.038451685458517584,131.0
4f5be4c44d,8,0.3528335244173677,0.25,0.09268707482993196,0.11064524956763909,139.0
4f5be5ba80,23,0.12864049903164312,0.0,0.058876003568242644,0.060563404568321676,43.0
4f6451a7a7,2,0.34181515533289347,0.0,0.11158698175938926,0.11158698175938926,206.0
4f6e85e3ea,6,0.17978722632746666,0.0,0.09022461724415794,0.10032366538879668,198.5
4f7b9c3688,1,0.12337302668121645,0.0,0.008108108108108109,0.008108108108108109,141.0
4f7ec3514b,1,0.15078091695583484,0.0,0.0031446540880503146,0.0031446540880503146,347.0
4f8db405ea,10,0.20095960192079465,0.0,0.1086550009340889,0.09151800176587045,103.0
4f96be4609,8,0.3739671795193374,0.375,0.0215734566323567,0.022500238675400356,323.0
