model,accuracy,precision_promo,recall_promo,f1_promo,n_train,n_val
caption_only,0.9254947613504074,0.6067251461988304,0.8905579399141631,0.7217391304347827,17179,4295
caption_plus_vt,0.9713620488940629,0.819366852886406,0.944206008583691,0.8773678963110668,17179,4295
